cpu_usage,memory_usage,response_time,error_count,disk_usage,network_latency,failure
32,99,118,0,41,226,0
55,45,120,9,22,148,0
81,59,199,8,35,31,0
17,12,236,7,49,165,0
68,10,480,5,62,155,1
99,26,422,3,23,177,0
68,80,295,1,59,215,0
22,71,245,7,35,26,0
48,57,81,2,35,37,0
37,71,158,9,85,113,0
98,78,402,3,74,51,1
70,28,50,4,39,100,0
25,43,231,3,70,129,0
11,58,223,7,76,299,0
91,89,218,8,70,29,0
26,56,297,0,37,86,0
39,59,157,1,78,62,0
22,98,419,3,47,30,0
91,35,346,0,88,48,0
22,65,313,5,47,89,0
52,87,465,4,32,26,0
94,23,79,6,25,230,0
30,87,351,5,48,41,0
64,34,410,2,28,105,1
90,13,485,4,48,146,0
49,88,401,2,57,8,0
92,41,366,8,84,28,0
24,91,274,1,75,195,0
82,87,446,5,49,273,1
61,74,138,8,78,31,0
83,70,283,9,77,85,0
62,29,217,6,29,125,0
96,83,280,4,40,73,0
61,19,175,1,75,76,0
39,97,110,1,45,250,0
42,43,169,3,34,250,0
66,70,477,9,54,257,0
61,36,239,1,34,77,1
18,49,170,7,25,278,0
63,74,477,9,47,20,0
10,42,97,6,82,183,0
53,77,251,6,48,44,0
84,80,108,2,67,43,0
89,18,234,6,82,60,0
18,25,272,7,77,237,0
41,14,60,4,40,58,0
24,32,330,0,41,176,1
21,52,238,0,46,193,0
87,98,351,3,76,47,1
66,66,359,1,29,8,0
17,60,286,6,41,265,0
81,22,83,2,63,62,0
36,33,389,3,47,41,0
71,20,184,8,69,239,0
21,61,111,1,70,269,0
74,26,362,7,20,19,0
51,46,276,0,53,92,0
71,22,142,2,54,103,0
20,71,165,3,80,109,0
52,93,381,5,49,221,0
26,17,182,0,87,195,0
41,65,381,7,59,219,0
94,92,468,1,84,202,0
94,79,342,4,56,109,0
49,53,493,5,83,31,1
32,69,242,7,20,186,0
65,50,449,2,34,87,0
15,30,79,8,32,163,0
95,95,347,4,48,234,0
59,51,110,7,74,239,0
46,83,353,3,64,292,0
73,83,495,8,23,22,1
63,38,389,7,83,288,0
81,89,398,4,34,75,0
58,74,497,2,67,219,0
20,26,490,0,75,121,0
97,39,373,4,89,104,0
58,35,351,4,34,92,0
30,62,418,3,58,157,0
75,28,77,9,88,299,1
72,62,126,9,79,181,0
92,94,170,7,63,136,0
37,26,52,2,62,126,0
26,55,86,9,23,215,0
15,94,481,8,69,72,0
28,62,196,2,58,61,0
65,73,141,3,73,17,0
37,54,388,5,42,197,0
75,58,322,8,79,67,1
47,28,426,9,54,157,0
46,80,136,1,73,27,0
77,90,89,1,77,34,0
95,74,227,1,81,193,0
99,46,378,4,67,113,0
58,79,334,5,26,64,1
52,35,484,2,64,70,0
45,11,91,2,32,170,1
67,68,334,1,72,145,0
22,14,115,5,58,56,0
61,46,173,0,37,184,0
67,40,194,8,41,36,0
41,85,169,9,55,218,0
90,57,158,3,72,269,0
69,15,464,1,22,21,0
92,24,141,5,81,130,0
67,24,417,4,48,86,0
65,70,357,2,27,44,1
37,25,472,2,65,108,0
10,29,109,4,75,223,0
51,86,399,3,68,186,0
91,53,276,4,62,160,0
57,51,289,1,29,182,0
49,55,484,0,32,22,0
72,43,261,4,76,145,0
85,73,449,0,21,165,0
81,38,147,2,84,218,0
97,12,63,7,61,226,0
89,18,267,7,77,266,0
13,84,219,8,29,49,0
47,84,356,0,82,191,0
36,34,329,3,80,245,1
18,95,412,5,20,229,0
25,51,259,6,45,52,0
65,55,305,4,24,115,1
85,82,220,6,54,87,0
40,93,122,9,32,108,0
97,68,196,7,46,78,0
23,30,389,9,31,59,0
34,83,366,5,69,6,0
43,31,155,3,78,246,0
76,38,143,0,50,262,0
33,72,112,4,88,14,0
82,82,203,9,56,80,1
35,70,304,9,21,262,1
29,73,400,9,84,125,0
73,78,84,3,22,219,0
19,49,372,4,39,249,0
92,84,361,3,21,184,1
76,10,345,8,61,294,0
33,74,302,2,62,77,0
14,71,206,2,40,213,0
76,63,183,9,64,245,1
67,69,485,6,39,177,1
36,55,178,1,62,9,0
89,14,485,8,69,221,0
24,31,329,7,62,218,0
44,99,407,5,43,42,0
85,62,467,8,79,65,0
62,79,420,2,51,99,0
53,41,301,3,24,237,0
35,20,184,6,21,281,0
56,19,380,0,45,40,0
43,48,60,0,44,5,0
96,40,341,0,69,154,0
59,21,197,7,58,219,0
93,89,368,5,30,50,0
21,47,129,2,82,69,0
96,76,240,9,87,10,0
13,75,393,6,37,85,0
96,61,79,5,47,193,0
57,14,463,4,61,155,0
64,20,408,2,79,152,0
10,34,417,3,41,32,1
98,44,278,0,59,169,0
75,44,133,8,81,139,0
39,31,199,4,22,258,0
12,46,410,1,82,216,0
30,95,238,8,39,284,0
98,64,70,6,45,84,0
93,84,86,7,60,273,1
58,81,295,2,22,19,1
95,73,332,6,62,91,1
94,29,151,0,36,227,0
71,13,468,5,72,95,0
47,27,343,9,71,270,0
24,60,281,5,52,110,0
61,77,365,9,79,257,0
88,29,375,5,87,203,0
55,18,337,2,75,60,0
34,89,385,5,83,243,0
30,35,460,2,27,222,0
97,34,294,9,88,216,0
14,77,436,8,52,193,0
79,50,226,6,44,106,0
56,68,262,3,26,147,0
96,54,407,2,78,289,0
77,50,151,5,52,74,0
27,47,335,8,60,69,0
30,28,71,2,52,202,0
95,23,68,7,48,20,0
32,30,336,5,58,267,0
73,24,325,3,76,64,0
76,12,196,4,83,14,1
49,46,435,2,85,12,0
19,55,89,1,28,94,0
98,25,216,8,48,41,0
61,23,140,2,47,88,0
81,18,121,5,72,238,0
84,16,414,4,65,254,0
70,23,487,9,58,244,0
73,15,332,7,77,108,0
14,94,384,4,73,215,0
62,24,189,7,25,229,0
64,61,288,4,64,283,0
46,81,127,9,59,170,0
65,43,248,5,42,50,0
68,10,66,4,61,6,0
78,78,267,1,57,180,0
82,95,278,9,35,277,0
68,29,389,9,66,122,0
11,89,187,5,40,276,0
74,16,196,6,40,177,0
69,16,259,2,44,156,0
60,59,207,2,80,197,0
39,11,463,6,73,96,1
20,56,202,9,79,165,0
85,23,393,3,61,110,0
48,40,379,1,80,233,0
99,59,432,8,51,107,0
86,70,499,8,72,136,0
81,50,407,5,63,261,0
72,23,401,1,30,293,0
73,14,212,2,66,105,0
70,84,356,4,79,25,0
63,14,150,4,55,253,0
82,73,376,8,79,196,0
67,38,376,9,52,77,1
94,84,204,2,61,172,0
65,14,59,1,32,66,0
43,45,402,9,33,175,0
40,88,476,7,77,125,0
61,28,232,6,59,220,1
98,73,183,8,84,178,0
85,31,55,2,24,28,0
10,43,382,5,49,142,0
64,65,481,4,64,103,0
31,26,382,4,77,61,0
49,85,307,9,58,251,0
10,98,260,7,31,176,0
74,65,100,0,53,205,1
72,26,494,0,33,111,0
63,83,196,2,57,52,0
51,91,426,1,35,290,1
30,27,177,1,80,50,0
88,54,307,1,78,124,1
90,87,100,3,86,64,0
31,65,203,0,30,151,0
47,89,119,9,30,108,0
89,59,325,8,35,72,0
17,67,328,4,57,166,1
71,27,359,4,49,219,0
56,89,448,8,60,122,0
26,90,183,4,20,241,0
26,16,269,7,57,222,0
99,85,212,0,79,128,0
22,19,185,0,38,121,0
26,78,106,3,78,267,0
47,94,483,7,87,174,0
90,12,226,2,29,200,1
87,92,164,0,36,154,0
54,53,198,8,48,250,0
15,79,290,8,25,286,0
44,23,172,8,85,195,0
23,13,341,8,82,178,1
81,27,376,1,50,85,0
70,61,118,3,44,176,0
24,47,363,1,40,168,1
63,89,112,6,35,115,0
36,29,270,2,23,211,0
22,97,65,8,65,74,0
40,53,439,6,27,102,0
44,60,127,7,25,9,0
69,28,171,8,72,189,0
15,77,485,7,83,208,0
78,75,307,6,70,16,0
95,22,266,8,82,243,1
67,71,163,0,25,284,0
58,70,419,3,81,119,0
32,39,429,3,52,214,1
98,39,195,4,21,137,0
43,60,286,7,60,227,0
35,97,468,9,35,185,0
56,57,135,0,78,32,0
14,42,216,5,28,197,0
99,83,178,8,88,260,0
29,91,214,9,29,115,1
15,28,326,7,26,198,1
79,80,306,1,85,128,0
68,66,181,6,39,95,0
73,28,107,4,82,140,0
27,97,306,1,23,287,0
13,88,190,0,47,233,0
26,50,223,1,54,149,1
23,51,224,9,21,246,0
87,96,258,5,60,35,0
22,61,253,7,47,265,0
16,13,56,2,20,64,0
53,13,100,4,46,93,0
24,14,308,1,86,105,1
28,50,227,7,58,283,0
72,96,459,3,59,125,0
44,70,80,9,47,247,0
90,84,405,5,43,81,0
44,64,367,2,70,277,0
28,84,203,7,75,62,1
29,22,413,7,45,251,0
44,23,104,2,71,100,1
41,69,205,8,25,49,0
57,81,93,9,78,295,1
53,34,130,4,31,262,1
33,91,215,9,82,263,0
70,53,79,8,55,250,0
26,91,371,6,28,244,1
80,19,185,9,86,132,0
59,80,63,2,48,206,0
74,59,406,5,27,280,0
41,53,155,9,62,211,0
45,23,408,1,54,44,0
22,24,367,5,41,60,0
79,25,124,4,85,164,1
67,11,496,2,40,100,0
23,39,128,6,60,120,0
46,39,243,3,60,216,0
88,91,412,5,68,91,0
77,40,145,8,23,272,0
49,86,89,5,84,48,0
68,29,305,3,29,87,0
89,58,446,9,86,215,0
25,44,156,1,29,13,0
71,32,66,8,36,161,1
13,70,64,3,86,193,1
54,93,466,3,72,135,0
99,64,321,1,54,219,0
37,76,62,4,23,119,0
75,17,296,5,87,127,0
40,49,263,9,30,196,0
12,68,200,5,63,152,0
17,41,341,2,79,32,0
33,16,92,8,89,128,0
24,11,483,6,81,81,0
52,94,163,2,51,79,0
40,15,379,3,65,190,0
82,45,130,6,42,43,0
54,41,399,7,56,238,0
75,54,190,5,77,252,1
17,51,79,3,62,135,1
80,62,490,1,34,9,0
66,18,79,9,86,263,0
89,84,315,7,21,249,0
39,96,148,0,24,82,1
83,84,499,8,72,119,1
27,58,143,7,64,8,0
78,11,260,2,60,135,0
48,76,344,9,82,231,0
69,20,86,3,51,132,0
52,59,436,9,21,13,0
54,44,138,3,29,122,0
32,24,467,1,62,192,0
78,84,304,9,62,143,0
15,40,263,4,86,129,0
65,71,471,2,42,227,0
13,37,63,0,79,263,0
32,34,241,1,25,71,0
15,93,344,6,32,89,0
41,34,231,0,40,66,0
27,84,179,1,77,18,0
24,92,273,9,47,126,0
49,10,92,6,89,283,0
82,68,230,0,27,127,0
83,78,436,6,77,81,0
93,83,218,7,59,276,1
15,51,313,1,20,150,0
72,43,145,3,84,273,0
76,75,252,6,29,60,0
20,27,496,0,79,222,0
52,86,370,5,88,177,0
26,14,384,4,39,44,0
13,29,437,5,81,163,0
72,75,117,7,32,36,0
77,84,141,0,77,252,0
90,71,315,2,56,133,0
50,41,380,8,29,295,0
92,67,227,7,22,40,0
14,59,200,3,53,70,0
41,47,366,9,53,289,0
95,64,96,8,49,161,0
79,37,52,6,56,47,0
44,83,152,1,87,279,0
31,95,322,0,53,125,0
74,90,71,0,51,196,0
93,31,165,2,77,35,0
31,52,396,9,43,23,1
20,92,449,1,28,289,0
86,90,153,3,60,77,0
12,97,308,7,43,80,0
18,45,357,4,44,192,0
69,61,416,4,55,183,0
85,45,466,5,27,141,1
96,37,347,4,78,166,0
23,87,179,4,54,294,0
27,67,344,6,57,51,0
82,45,351,5,51,28,0
32,79,97,9,70,288,0
83,18,76,1,47,178,0
92,30,64,0,75,266,0
56,73,312,0,27,234,0
78,85,414,3,60,195,0
56,70,490,1,42,122,0
96,49,347,5,73,57,0
39,65,314,8,42,196,0
34,13,410,9,51,64,0
37,40,183,9,29,15,0
34,36,490,7,54,264,0
83,67,125,3,82,274,1
87,34,79,1,86,145,0
67,78,488,0,55,147,1
50,79,389,6,68,117,0
34,14,175,9,65,268,1
87,17,133,2,46,15,1
57,18,103,5,50,103,0
19,24,415,4,53,27,0
84,16,332,4,78,243,0
20,81,389,1,73,113,0
94,24,492,8,85,267,0
30,46,312,3,49,164,0
95,92,473,9,42,224,0
54,48,409,0,28,176,0
16,15,271,1,74,98,0
90,92,377,8,20,126,0
73,66,51,6,75,201,0
73,90,447,9,58,55,0
11,28,443,1,37,24,0
85,72,355,6,61,34,0
51,40,195,3,84,90,0
91,84,67,9,52,234,0
63,88,65,1,49,161,1
84,19,357,3,24,185,0
25,96,485,4,69,116,0
27,76,208,3,84,143,0
68,71,389,2,29,14,1
99,12,456,5,79,295,0
25,27,401,0,46,242,0
15,34,347,7,47,136,0
66,29,258,4,64,189,0
56,67,495,7,71,299,0
57,95,254,9,85,212,1
51,59,162,3,81,254,0
85,88,227,3,79,93,0
69,19,258,4,59,40,0
86,30,173,4,34,8,1
13,38,64,5,26,238,0
11,19,395,4,58,273,0
99,22,477,4,70,74,0
68,56,347,7,26,11,0
36,32,94,5,31,160,0
36,59,143,1,33,297,0
88,96,156,3,53,290,0
81,13,468,3,58,78,0
16,76,327,4,83,16,0
72,94,177,5,31,116,0
55,62,87,4,53,34,0
72,11,146,5,46,40,0
21,77,247,7,41,234,0
22,74,241,3,37,281,0
52,88,406,2,65,110,0
26,66,56,8,63,292,0
72,79,93,2,37,254,0
90,16,381,7,56,67,1
45,28,56,9,26,48,0
94,53,243,4,87,153,0
17,72,365,8,79,50,0
78,74,50,2,67,179,0
99,48,111,9,70,158,0
89,92,392,9,71,265,0
45,35,138,7,71,137,0
37,53,67,6,73,291,0
56,21,157,6,60,160,0
85,31,184,9,61,245,0
39,86,420,8,41,131,0
32,23,359,7,58,197,0
25,95,116,2,42,273,0
23,39,142,5,67,126,1
83,53,187,5,52,150,1
80,93,238,4,60,156,0
61,47,108,2,49,161,0
46,68,236,8,66,160,0
38,51,284,6,76,106,0
76,61,118,3,76,256,0
24,72,496,5,81,271,0
56,70,147,4,76,63,0
55,43,57,0,87,109,0
61,48,360,1,44,273,0
28,50,183,0,59,51,0
86,46,434,8,36,92,0
30,74,105,8,67,175,0
73,88,409,4,58,156,0
46,41,163,7,34,180,0
36,17,137,9,36,149,0
64,27,187,3,54,226,0
38,54,157,0,52,19,0
29,42,72,3,37,142,0
34,14,193,6,49,254,0
79,91,406,1,56,154,0
72,83,193,1,26,273,1
45,45,105,5,47,85,1
11,32,157,8,37,69,0
31,49,400,2,66,146,1
25,14,55,6,42,251,0
27,43,79,9,39,197,0
78,33,496,8,50,287,0
63,26,434,8,33,258,0
39,80,356,3,42,177,0
54,90,411,1,21,282,0
28,31,394,0,48,294,0
96,24,176,5,69,190,0
43,24,351,4,78,228,0
22,34,170,5,52,66,0
52,62,454,6,67,88,0
71,30,148,8,63,31,0
31,75,215,9,31,135,0
61,41,374,9,61,131,0
61,30,368,5,54,15,0
45,77,290,5,60,284,0
82,53,99,2,74,289,0
28,92,317,7,32,201,0
47,75,374,8,58,229,1
79,99,122,0,85,268,0
88,23,349,5,54,279,0
66,24,101,6,52,72,0
29,29,314,7,55,237,0
18,43,276,9,32,103,0
41,45,242,7,75,226,0
13,92,423,6,65,128,0
59,18,288,7,65,106,0
91,80,59,8,63,268,0
14,39,351,9,65,234,1
29,86,408,6,88,127,0
96,72,277,2,50,231,0
84,44,491,8,43,232,0
46,22,342,0,51,157,0
31,88,101,7,86,153,0
67,55,289,5,35,13,1
77,65,148,2,76,228,0
53,18,130,8,43,27,0
43,96,62,5,53,196,0
86,45,439,6,71,231,0
51,12,491,1,67,58,0
18,28,406,0,72,96,0
16,37,177,0,74,19,0
77,32,353,2,57,183,0
28,16,465,2,21,8,1
40,85,60,7,88,105,1
44,23,130,6,72,134,0
66,55,310,9,69,11,0
94,24,55,7,48,188,0
70,76,422,0,74,39,1
40,24,271,3,80,236,0
92,60,454,7,69,158,1
62,97,347,9,35,68,0
41,17,130,1,89,251,0
75,78,460,6,63,60,1
68,71,52,7,35,233,1
19,60,109,8,47,257,0
11,72,270,6,76,297,0
75,77,499,8,45,56,0
69,87,398,1,30,19,0
97,25,98,0,20,184,0
26,93,277,0,88,81,1
25,33,339,3,62,219,0
25,15,342,0,65,227,0
55,66,347,6,55,158,0
48,40,242,7,85,49,0
40,15,493,2,76,25,0
97,88,306,0,25,85,0
10,38,492,2,81,57,0
20,76,437,1,46,161,0
94,84,152,5,45,151,1
13,12,447,6,32,186,0
80,37,415,8,37,82,0
35,83,195,4,57,123,0
59,57,339,3,25,109,1
21,89,306,0,47,6,0
90,19,358,5,24,119,0
84,42,327,7,78,36,1
74,76,238,3,64,66,0
56,78,455,0,72,101,0
62,21,227,4,21,139,0
80,66,65,9,68,102,1
11,53,461,4,82,219,0
33,22,424,1,89,88,0
13,33,135,5,77,161,1
28,53,297,9,23,111,0
35,66,266,8,49,135,0
84,25,91,5,76,26,0
49,30,243,7,66,88,0
59,85,376,9,37,93,0
52,60,422,2,63,230,0
84,30,212,9,71,110,0
76,69,325,1,68,105,1
21,60,413,3,49,152,0
76,30,179,8,71,234,0
36,15,312,8,56,91,0
63,82,226,2,82,15,0
75,74,314,0,31,140,0
58,85,76,0,36,97,0
25,67,435,3,53,296,0
11,87,134,3,47,157,0
69,15,245,9,23,100,0
63,74,365,5,65,66,0
39,95,292,4,33,91,0
93,43,417,5,32,215,0
47,65,391,9,77,87,0
37,84,226,6,68,231,0
34,12,179,6,69,16,0
19,51,194,9,86,157,0
69,71,132,9,40,9,1
51,15,409,8,70,80,0
49,15,137,5,57,8,0
86,72,69,7,45,87,0
51,29,279,1,25,39,0
56,30,175,7,37,246,1
46,11,403,8,25,148,0
89,99,465,3,60,84,0
31,99,100,4,76,79,0
66,65,137,4,69,288,1
93,19,219,1,44,219,0
36,96,112,4,67,250,0
50,79,138,8,43,242,0
89,32,238,3,49,23,0
43,39,239,9,64,78,0
41,87,436,2,62,59,1
99,46,138,6,75,87,1
98,64,397,7,89,168,0
75,58,381,9,52,171,0
21,43,75,5,64,120,0
49,53,225,5,26,192,0
82,31,413,4,37,259,0
85,40,313,5,89,23,0
99,16,438,8,64,8,0
82,30,444,1,56,194,0
19,25,91,9,40,285,0
57,29,168,2,63,67,0
29,52,218,0,49,273,0
48,53,157,3,30,258,0
69,56,196,1,27,119,0
75,28,225,5,24,264,1
74,57,486,0,27,6,0
60,88,488,7,24,71,0
45,78,425,9,29,290,0
33,20,238,5,34,136,1
36,88,209,8,75,52,0
11,38,351,5,74,47,0
40,54,397,9,22,97,0
66,77,469,6,60,145,1
87,45,451,4,29,51,0
75,57,123,7,26,235,0
38,96,401,7,82,228,0
24,24,67,9,82,288,1
21,53,189,8,45,41,0
37,76,164,5,53,32,1
93,83,377,0,58,162,0
33,49,274,8,79,226,0
30,95,95,2,88,13,0
19,23,488,8,45,74,0
87,72,87,6,81,70,0
27,90,255,2,29,99,0
97,94,435,8,73,185,0
23,60,58,6,50,74,0
43,88,302,6,57,238,0
67,67,157,6,44,265,0
85,24,438,1,84,24,0
31,74,147,3,69,190,0
79,97,324,9,43,68,0
45,64,120,7,46,182,0
54,85,88,1,69,239,0
45,19,347,3,69,254,1
31,51,450,9,34,299,0
87,20,496,7,36,44,0
89,25,139,2,48,291,0
70,82,479,5,24,263,1
65,87,268,1,30,244,0
98,28,156,7,71,76,1
42,40,453,7,53,34,0
54,82,441,0,52,33,0
45,62,145,2,68,91,1
29,99,452,1,50,112,0
27,17,81,6,37,34,0
47,33,175,6,24,50,1
76,17,196,3,49,141,0
32,92,329,7,64,267,0
25,57,73,2,57,67,1
68,39,489,8,48,48,0
78,67,258,4,55,255,0
77,95,169,1,28,211,0
30,64,323,8,42,63,0
87,82,189,0,22,210,0
87,71,346,7,75,88,0
79,57,392,5,59,17,1
21,13,481,0,75,241,1
25,46,131,3,77,162,0
90,17,497,2,50,108,0
96,10,449,6,30,47,0
23,79,257,6,61,183,0
70,56,456,5,22,268,0
80,84,472,9,76,247,0
55,14,82,9,33,41,1
41,59,73,7,65,254,0
24,33,110,6,38,124,0
53,56,360,3,79,196,0
26,27,238,6,50,299,0
50,93,133,0,55,66,1
63,37,274,2,51,214,1
53,86,217,1,82,299,0
14,14,235,6,45,56,0
36,39,424,8,84,214,0
96,10,121,4,21,283,0
87,95,123,8,89,206,0
88,91,434,7,64,143,1
52,55,390,0,44,23,0
40,78,202,1,59,99,0
26,40,145,5,37,134,1
92,79,102,4,31,109,1
63,65,494,6,43,201,1
71,98,223,8,62,264,0
96,37,159,3,51,43,0
41,25,365,7,66,135,0
49,63,100,3,64,158,0
22,62,426,2,54,45,0
93,21,302,1,28,126,0
44,29,122,7,29,248,1
14,91,261,7,84,249,1
82,43,481,2,78,148,0
38,62,261,0,76,190,0
79,73,300,5,29,39,1
34,32,217,4,38,215,0
31,36,312,7,69,37,0
75,26,380,5,87,163,0
54,57,279,3,24,196,1
78,30,288,9,48,167,1
98,59,324,9,24,256,0
81,49,192,1,79,43,0
10,12,119,7,84,135,0
93,26,494,4,47,100,0
53,70,361,7,20,145,0
96,59,443,4,48,274,0
84,99,223,5,70,173,0
48,96,385,9,55,279,0
63,15,158,4,51,103,0
97,37,252,2,83,65,0
84,81,234,9,33,221,0
38,64,340,7,51,81,0
63,67,377,2,28,212,0
99,54,141,3,30,49,1
25,81,308,5,67,206,0
29,28,371,1,70,214,0
55,38,486,6,23,139,0
76,32,255,4,60,26,0
74,41,101,9,44,64,0
67,19,398,4,36,63,1
62,58,230,4,66,235,0
10,74,487,1,27,289,0
90,38,352,9,77,187,0
75,68,52,8,20,105,1
38,54,498,2,21,118,0
93,76,448,6,29,46,0
79,60,133,4,46,33,0
17,20,263,9,32,281,0
38,95,83,9,82,101,0
60,91,99,4,30,195,1
42,15,338,3,33,42,0
12,76,378,9,45,211,1
69,71,308,5,88,198,1
44,14,307,6,58,144,0
78,18,437,6,47,293,0
85,37,321,7,36,261,0
93,92,231,4,56,229,0
29,86,82,6,46,32,1
82,47,314,3,86,194,0
48,52,362,8,87,249,0
13,30,89,4,66,53,0
28,71,357,2,53,208,1
54,55,259,4,37,119,0
52,79,321,8,54,24,0
22,47,185,7,37,89,1
22,58,136,0,89,257,1
69,84,109,4,53,56,0
66,90,213,5,52,152,0
95,48,52,9,62,190,0
61,80,64,1,46,177,0
62,39,151,5,67,118,0
95,30,304,8,88,6,1
52,10,274,3,41,38,0
92,98,259,2,53,286,0
81,41,72,8,62,165,0
81,17,284,1,35,174,0
51,78,180,8,33,98,0
99,39,207,9,58,252,0
35,17,222,1,31,12,0
32,28,66,9,74,114,0
52,68,419,2,25,36,0
86,64,491,6,59,55,0
37,39,363,1,32,172,1
18,88,415,0,88,70,0
29,45,234,8,43,35,0
65,64,440,5,78,16,1
92,53,472,8,65,291,0
48,36,383,2,63,27,0
60,86,491,2,30,165,1
21,87,233,9,80,268,1
88,63,192,2,55,194,0
64,57,93,1,29,245,0
87,39,61,5,20,84,1
20,48,57,2,82,275,0
35,22,129,4,31,108,0
51,25,346,4,24,82,0
36,53,211,9,55,16,0
20,80,351,2,36,287,0
47,36,265,2,77,115,0
52,54,297,0,41,264,0
28,44,78,5,50,200,0
73,88,321,2,45,188,0
15,37,182,0,32,150,0
55,16,54,9,82,179,0
51,71,293,8,86,204,0
74,60,79,0,82,192,0
81,55,166,4,30,110,0
68,29,227,4,88,77,0
61,47,310,1,83,276,0
56,70,284,0,87,218,0
16,41,190,5,51,190,0
20,35,354,6,29,144,0
70,67,394,8,73,171,0
77,48,99,7,74,147,0
34,29,319,9,81,76,1
21,91,157,2,74,151,0
35,59,95,8,54,105,0
21,88,131,0,86,89,0
52,61,175,5,84,299,0
60,95,133,9,36,147,0
46,31,339,1,61,199,1
55,62,120,9,78,188,0
62,94,224,8,89,71,0
97,75,365,8,30,226,0
89,52,379,7,47,266,0
22,91,386,6,58,26,0
98,32,444,5,73,170,0
63,86,403,1,30,106,0
66,73,140,3,77,114,0
13,18,400,9,59,183,0
84,16,483,6,23,171,0
58,50,298,5,83,138,0
16,63,181,8,67,34,1
20,74,218,4,89,90,0
63,11,492,5,50,13,1
96,13,109,9,21,140,0
54,87,418,5,62,294,0
32,41,386,7,60,140,0
37,11,290,7,79,144,0
66,73,239,5,65,47,0
35,23,389,7,59,109,0
34,29,330,6,78,35,0
63,98,281,0,64,174,0
38,58,338,4,61,165,0
92,17,324,9,40,279,0
45,72,362,9,22,257,1
23,55,64,9,85,223,0
87,30,90,4,30,117,1
44,96,257,9,43,224,0
39,41,109,8,69,187,1
26,17,414,6,40,264,0
76,25,289,6,44,16,1
89,49,145,9,23,250,0
39,36,327,1,62,254,0
54,27,476,7,66,62,0
88,44,209,2,42,5,0
98,61,446,8,79,207,0
60,24,471,5,40,48,0
56,72,331,8,85,99,0
62,62,258,8,70,298,0
73,90,182,6,34,13,0
47,75,430,9,77,266,0
73,40,482,7,45,257,0
96,70,146,1,78,100,0
98,73,268,4,64,134,0
16,43,438,2,85,40,0
31,64,120,0,54,109,0
90,68,481,5,83,203,0
91,12,323,8,46,295,0
50,26,400,1,50,34,0
83,87,183,8,31,97,0
19,87,115,7,64,240,0
66,55,176,8,51,199,1
16,47,254,4,73,260,1
59,44,347,1,85,35,0
61,10,166,9,51,29,0
42,38,485,9,34,5,0
10,13,316,5,74,122,0
62,70,331,6,60,169,0
69,26,198,2,59,117,0
43,37,243,5,68,199,0
13,59,217,5,57,144,1
26,99,361,7,75,24,1
13,17,423,0,53,290,0
52,43,228,3,20,235,0
99,68,197,0,29,83,1
13,27,106,7,59,132,0
10,68,54,1,35,89,1
80,36,63,7,65,68,0
59,25,329,2,43,278,0
82,19,373,7,33,292,0
70,85,485,5,58,257,1
44,31,353,0,37,98,0
17,25,265,6,60,293,0
33,21,224,6,75,154,0
92,84,365,5,55,161,0
45,93,52,0,43,220,0
59,60,424,4,48,264,1
52,10,186,0,41,104,0
36,36,149,0,30,126,0
41,76,132,5,60,136,1
87,21,329,7,68,9,0
27,39,181,0,30,237,1
37,18,442,1,71,171,0
38,62,50,4,86,61,0
25,70,165,7,27,35,0
56,63,468,3,50,11,0
68,46,251,4,25,16,0
40,74,189,9,32,14,1
13,51,195,4,25,161,1
46,58,315,2,86,217,0
26,13,251,5,46,145,0
48,73,451,4,64,131,0
57,88,201,1,45,202,0
55,60,434,9,23,141,0
99,81,271,3,56,183,0
57,69,128,3,40,92,1
48,96,249,6,47,271,0
13,88,299,6,51,168,0
39,40,148,8,72,253,0
39,81,449,9,52,5,1
31,67,262,1,45,281,0
84,91,192,5,36,176,0
75,13,239,1,75,266,0
21,31,438,8,49,146,0
45,12,350,1,24,97,0
27,88,423,5,25,133,0
99,56,101,7,81,140,0
62,47,161,5,29,115,0
80,42,184,2,89,48,0
10,87,460,4,29,215,1
67,57,161,3,63,251,0
99,74,62,0,75,236,0
96,35,322,4,23,296,0
99,17,282,9,32,174,0
15,59,93,4,38,238,0
79,89,446,6,89,12,0
53,47,122,6,81,104,0
81,19,310,1,28,257,0
33,51,280,3,65,286,0
95,46,82,0,75,295,0
28,35,437,4,59,192,0
27,21,459,4,86,127,0
39,93,117,3,81,136,1
51,58,65,9,65,240,0
42,23,199,6,25,225,0
83,55,341,5,48,66,0
21,44,151,9,38,182,0
36,38,235,2,34,224,0
48,21,488,1,76,175,0
18,91,468,3,57,86,1
30,53,74,8,40,18,0
85,75,121,9,70,274,0
38,11,130,4,58,58,0
42,68,110,0,39,135,0
71,26,67,2,21,102,0
24,19,291,8,51,205,0
11,27,107,6,23,265,0
61,31,381,2,26,225,0
53,92,426,0,22,9,0
63,67,106,3,44,121,0
27,62,146,8,28,196,0
12,10,264,6,45,120,0
16,97,368,4,83,240,0
52,70,61,5,37,55,0
91,98,60,0,21,17,0
47,40,446,6,20,222,0
46,40,212,4,67,72,0
67,75,332,6,82,235,0
42,28,266,4,55,96,0
68,62,409,4,82,108,0
20,85,372,2,45,82,0
77,83,290,4,25,106,1
91,31,394,7,45,265,0
77,32,94,7,62,230,0
97,96,130,1,20,179,0
31,24,304,0,28,92,1
75,35,116,1,46,122,1
